id_cliente,idade,sexo,item_comprado,categoria,valor_compra(usd),localização,tamanho_item,cor_item,temporada_compra,classificação_cliente_compra,assinatura_cliente,método_pagamento,tipo_envio_cliente,desconto_compra,código_promocional,transações_concluidas_cliente,preferência_método_pagamento,frequência_compras_cliente,codigo_regiao
729,29,Masculino,Jeans,Roupas,78,Nebraska,M,Rosa,Inverno,3.7,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,12,PayPal,A cada 3 meses,NE
730,41,Masculino,Oculos de sol,Acessórios,56,Minnesota,L,Bege,Verão,3.2,Sim,Venmo,Expresso,Sim,Sim,46,PayPal,A cada 3 meses,MN
731,48,Masculino,Botas,Calçados,25,Massachusetts,M,Índigo,Verão,3.9,Sim,Venmo,Padrão,Sim,Sim,28,Venmo,Quinzenal,MA
732,43,Masculino,Casaco,Agasalhos,28,Arkansas,M,Vermelho,Primavera,3.5,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,30,PayPal,Quinzenal,AR
733,34,Masculino,Camisa,Roupas,57,New Hampshire,L,Azul,Primavera,2.8,Sim,Dinheiro,Expresso,Sim,Sim,28,Dinheiro,Bimensalmente,NH
734,45,Masculino,Vestido,Roupas,36,Rhode Island,L,Ciano,Outono,2.7,Sim,Dinheiro,Envio em 2 dias,Sim,Sim,20,Cartão de Débito,Bimensalmente,RI
735,65,Masculino,Camisa,Roupas,69,New Jersey,S,Violeta,Inverno,3.1,Sim,Venmo,Expresso,Sim,Sim,39,Transferência Bancária,A cada 3 meses,NJ
736,61,Masculino,Oculos de sol,Acessórios,48,Montana,M,Laranja,Outono,3.6,Sim,Venmo,Envio em 2 dias,Sim,Sim,48,Dinheiro,Bimensalmente,MT
737,18,Masculino,Vestido,Roupas,58,Colorado,L,Marrom,Primavera,2.9,Sim,Cartão de Débito,Envio em 2 dias,Sim,Sim,32,Cartão de Crédito,A cada 3 meses,CO
738,47,Masculino,Oculos de sol,Acessórios,24,Nebraska,M,Azul-petrolio,Primavera,3.6,Sim,PayPal,Retirada na loja,Sim,Sim,28,PayPal,Anualmente,NE
739,56,Masculino,Oculos de sol,Acessórios,31,Minnesota,L,Laranja,Inverno,3.5,Sim,Cartão de Crédito,Envio em 2 dias,Sim,Sim,27,Venmo,Trimestral,MN
740,64,Masculino,Shorts,Roupas,29,Minnesota,S,Roxo,Verão,3.5,Sim,Dinheiro,Frete grátis,Sim,Sim,26,Venmo,Bimensalmente,MN
741,26,Masculino,Jeans,Roupas,69,South Dakota,M,Laranja,Verão,2.8,Sim,Transferência Bancária,Entrega aérea no dia seguinte,Sim,Sim,22,Cartão de Crédito,Quinzenal,SD
742,22,Masculino,Camiseta,Roupas,79,West Virginia,XL,Amarelo,Verão,4.7,Sim,Cartão de Débito,Frete grátis,Sim,Sim,23,Transferência Bancária,A cada 3 meses,WV
743,64,Masculino,Calça,Roupas,39,Nevada,M,Carvão,Verão,3.1,Sim,Cartão de Débito,Expresso,Sim,Sim,21,Cartão de Débito,Trimestral,NV
744,21,Masculino,Oculos de sol,Acessórios,84,North Carolina,L,Cinza,Outono,4.9,Sim,PayPal,Frete grátis,Sim,Sim,36,Dinheiro,Semanalmente,NC
745,67,Masculino,Botas,Calçados,66,Illinois,S,Carvão,Primavera,4.1,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,42,Cartão de Débito,Bimensalmente,IL
746,46,Masculino,Camiseta,Roupas,92,Michigan,L,Laranja,Outono,4.7,Sim,Cartão de Crédito,Padrão,Sim,Sim,4,Venmo,Por mês,MI
747,40,Masculino,Sandálias,Calçados,45,Michigan,M,Vermelho,Inverno,2.5,Sim,Cartão de Débito,Frete grátis,Sim,Sim,47,Cartão de Crédito,Anualmente,MI
748,51,Masculino,Shorts,Roupas,74,Oklahoma,L,Ouro,Primavera,4.4,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,13,Transferência Bancária,Semanalmente,OK
749,35,Masculino,Chapéu,Acessórios,39,South Dakota,L,Marrom,Outono,3.9,Sim,Transferência Bancária,Frete grátis,Sim,Sim,8,Transferência Bancária,Trimestral,SD
750,56,Masculino,Lenço,Acessórios,71,Oklahoma,M,Oliva,Inverno,3.7,Sim,Transferência Bancária,Padrão,Sim,Sim,11,Cartão de Débito,Trimestral,OK
751,25,Masculino,Camiseta,Roupas,95,Maryland,L,Violeta,Outono,3.4,Sim,Transferência Bancária,Frete grátis,Sim,Sim,5,Venmo,Anualmente,MD
752,65,Masculino,Luvas,Acessórios,72,Ohio,L,Índigo,Outono,4.8,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,1,Cartão de Crédito,Por mês,OH
753,39,Masculino,Lenço,Acessórios,85,Ohio,L,Amarelo,Outono,4.2,Sim,Dinheiro,Envio em 2 dias,Sim,Sim,17,PayPal,A cada 3 meses,OH
754,47,Masculino,Botas,Calçados,54,Massachusetts,M,Azul-petrolio,Outono,3.4,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,27,Venmo,Trimestral,MA
755,36,Masculino,Luvas,Acessórios,41,North Carolina,L,Rosa,Primavera,2.9,Sim,Dinheiro,Retirada na loja,Sim,Sim,3,Cartão de Débito,Trimestral,NC
756,66,Masculino,Casaco,Agasalhos,24,Florida,M,Violeta,Primavera,3.3,Sim,Venmo,Frete grátis,Sim,Sim,22,PayPal,Semanalmente,FL
757,62,Masculino,Cinto,Acessórios,99,Montana,S,Laranja,Verão,4.8,Sim,Dinheiro,Padrão,Sim,Sim,24,Dinheiro,Quinzenal,MT
758,41,Masculino,Capuz,Roupas,32,Minnesota,M,Vermelho,Outono,3.8,Sim,Cartão de Débito,Retirada na loja,Sim,Sim,18,Cartão de Débito,Trimestral,MN
759,66,Masculino,Sapatos,Calçados,71,Massachusetts,L,Pêssego,Verão,4.6,Sim,Transferência Bancária,Envio em 2 dias,Sim,Sim,39,Transferência Bancária,A cada 3 meses,MA
760,51,Masculino,Vestido,Roupas,49,Rhode Island,XL,Verde,Inverno,2.6,Sim,Transferência Bancária,Entrega aérea no dia seguinte,Sim,Sim,25,Cartão de Crédito,Quinzenal,RI
761,33,Masculino,Luvas,Acessórios,50,Minnesota,XL,Violeta,Outono,3.4,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,6,Dinheiro,Anualmente,MN
762,57,Masculino,Joia,Acessórios,91,Nevada,L,Amarelo,Outono,4.2,Sim,Cartão de Crédito,Expresso,Sim,Sim,26,Transferência Bancária,Semanalmente,NV
763,45,Masculino,Cinto,Acessórios,46,New Mexico,M,Rosa,Outono,3.9,Sim,Cartão de Crédito,Padrão,Sim,Sim,43,Cartão de Débito,Quinzenal,NM
764,61,Masculino,Suéter,Roupas,50,North Carolina,M,Marrom,Primavera,2.9,Sim,Cartão de Débito,Envio em 2 dias,Sim,Sim,6,Cartão de Crédito,Por mês,NC
765,55,Masculino,Saia,Roupas,39,Virginia,XL,Prata,Outono,4.2,Sim,Transferência Bancária,Frete grátis,Sim,Sim,6,Cartão de Débito,Trimestral,VA
766,54,Masculino,Tênis,Calçados,99,Alaska,M,Rosa,Verão,3.0,Sim,Transferência Bancária,Retirada na loja,Sim,Sim,13,Dinheiro,Trimestral,AK
767,57,Masculino,Luvas,Acessórios,48,Nevada,M,Ciano,Inverno,3.6,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,13,PayPal,Por mês,NV
768,27,Masculino,Casaco,Agasalhos,77,Pennsylvania,M,Marrom,Outono,2.5,Sim,Dinheiro,Entrega aérea no dia seguinte,Sim,Sim,11,Dinheiro,Anualmente,PA
769,64,Masculino,Mochila,Acessórios,95,Illinois,XL,Vermelho,Primavera,2.6,Sim,PayPal,Expresso,Sim,Sim,45,Venmo,Semanalmente,IL
770,52,Masculino,Meias,Roupas,100,Delaware,M,Prata,Primavera,4.3,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,8,PayPal,Por mês,DE
771,19,Masculino,Tênis,Calçados,54,Vermont,M,Cinza,Primavera,3.3,Sim,Venmo,Expresso,Sim,Sim,8,Cartão de Crédito,Anualmente,VT
772,22,Masculino,Suéter,Roupas,68,Hawaii,L,Ciano,Outono,2.6,Sim,Cartão de Crédito,Entrega aérea no dia seguinte,Sim,Sim,34,Transferência Bancária,Quinzenal,HI
773,18,Masculino,Jeans,Roupas,22,Illinois,L,Azul-petrolio,Outono,3.6,Sim,Dinheiro,Frete grátis,Sim,Sim,40,Cartão de Débito,Bimensalmente,IL
774,29,Masculino,Chapéu,Acessórios,84,California,L,Índigo,Inverno,2.6,Sim,Venmo,Expresso,Sim,Sim,14,Cartão de Débito,Bimensalmente,CA
775,42,Masculino,Chapéu,Acessórios,46,Nevada,M,Amarelo,Verão,3.5,Sim,Cartão de Crédito,Padrão,Sim,Sim,11,Cartão de Crédito,Trimestral,NV
776,49,Masculino,Bolsa,Acessórios,53,Kentucky,S,Ouro,Inverno,3.0,Sim,PayPal,Retirada na loja,Sim,Sim,8,PayPal,Por mês,KY
777,49,Masculino,Camisa,Roupas,60,Alabama,M,Marrom,Primavera,5.0,Sim,PayPal,Padrão,Sim,Sim,8,Venmo,A cada 3 meses,AL
778,55,Masculino,Meias,Roupas,32,Wyoming,XL,Prata,Primavera,2.5,Sim,Cartão de Crédito,Expresso,Sim,Sim,37,Venmo,Semanalmente,WY
779,29,Masculino,Meias,Roupas,50,Massachusetts,M,Amarelo,Verão,2.9,Sim,Dinheiro,Retirada na loja,Sim,Sim,23,Cartão de Débito,Anualmente,MA
780,60,Masculino,Vestido,Roupas,94,Utah,M,Azul,Primavera,4.6,Sim,Cartão de Crédito,Expresso,Sim,Sim,38,Dinheiro,Anualmente,UT
781,34,Masculino,Sapatos,Calçados,26,New York,M,Turquesa,Primavera,3.6,Sim,Venmo,Frete grátis,Sim,Sim,38,Dinheiro,Trimestral,NY
782,30,Masculino,Lenço,Acessórios,44,Vermont,L,Índigo,Inverno,3.0,Sim,PayPal,Retirada na loja,Sim,Sim,12,Cartão de Crédito,Quinzenal,VT
783,28,Masculino,Capuz,Roupas,57,Hawaii,M,Verde,Verão,4.5,Sim,PayPal,Padrão,Sim,Sim,15,Dinheiro,Semanalmente,HI
784,63,Masculino,Camiseta,Roupas,65,Louisiana,L,Roxo,Inverno,4.5,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,38,PayPal,Quinzenal,LA
785,31,Masculino,Jeans,Roupas,72,Alabama,M,Pêssego,Inverno,3.2,Sim,Cartão de Débito,Retirada na loja,Sim,Sim,41,Transferência Bancária,A cada 3 meses,AL
786,46,Masculino,Shorts,Roupas,62,Louisiana,S,Roxo,Primavera,4.0,Sim,Transferência Bancária,Entrega aérea no dia seguinte,Sim,Sim,37,PayPal,Quinzenal,LA
787,70,Masculino,Chapéu,Acessórios,21,Indiana,S,Azul-petrolio,Inverno,4.8,Sim,Cartão de Crédito,Expresso,Sim,Sim,16,Transferência Bancária,A cada 3 meses,IN
788,53,Masculino,Bolsa,Acessórios,85,Michigan,S,Verde,Primavera,3.7,Sim,Transferência Bancária,Frete grátis,Sim,Sim,25,Venmo,Semanalmente,MI
789,50,Masculino,Calça,Roupas,51,Rhode Island,XL,Amarelo,Verão,3.8,Sim,Venmo,Retirada na loja,Sim,Sim,18,Transferência Bancária,Trimestral,RI
790,33,Masculino,Bolsa,Acessórios,84,Idaho,S,Roxo,Outono,2.7,Sim,Venmo,Padrão,Sim,Sim,4,Cartão de Crédito,Bimensalmente,ID
791,22,Masculino,Suéter,Roupas,37,Louisiana,M,Índigo,Verão,4.9,Sim,Venmo,Retirada na loja,Sim,Sim,12,Transferência Bancária,Trimestral,LA
792,50,Masculino,Lenço,Acessórios,44,North Carolina,S,Magenta,Verão,3.1,Sim,Cartão de Crédito,Envio em 2 dias,Sim,Sim,35,PayPal,Quinzenal,NC
793,34,Masculino,Tênis,Calçados,45,New Jersey,M,Violeta,Primavera,4.2,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,45,Venmo,Semanalmente,NJ
794,24,Masculino,Calça,Roupas,35,Alabama,L,Marrom,Verão,3.8,Sim,Dinheiro,Frete grátis,Sim,Sim,16,Cartão de Crédito,Por mês,AL
795,69,Masculino,Mochila,Acessórios,50,Kentucky,XL,Amarelo,Inverno,4.2,Sim,Transferência Bancária,Retirada na loja,Sim,Sim,10,Cartão de Débito,Quinzenal,KY
796,39,Masculino,Sandálias,Calçados,26,New York,M,Bege,Verão,4.6,Sim,Dinheiro,Retirada na loja,Sim,Sim,34,Venmo,Anualmente,NY
797,42,Masculino,Meias,Roupas,78,Arizona,XL,Preto,Outono,4.0,Sim,Cartão de Débito,Envio em 2 dias,Sim,Sim,43,Cartão de Crédito,Anualmente,AZ
798,42,Masculino,Casaco,Agasalhos,82,Maryland,M,Violeta,Outono,4.0,Sim,Dinheiro,Envio em 2 dias,Sim,Sim,38,Cartão de Débito,Semanalmente,MD
799,29,Masculino,Meias,Roupas,39,Alaska,M,Violeta,Primavera,3.8,Sim,Dinheiro,Envio em 2 dias,Sim,Sim,48,PayPal,A cada 3 meses,AK
800,55,Masculino,Cinto,Acessórios,55,Nevada,L,Marrom,Verão,3.3,Sim,Venmo,Frete grátis,Sim,Sim,31,PayPal,Anualmente,NV
801,32,Masculino,Meias,Roupas,20,Utah,S,Ouro,Verão,2.6,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,20,Dinheiro,A cada 3 meses,UT
802,25,Masculino,Cinto,Acessórios,29,New Mexico,L,Azul,Outono,4.9,Sim,Cartão de Crédito,Expresso,Sim,Sim,12,Cartão de Crédito,Quinzenal,NM
803,38,Masculino,Calça,Roupas,41,Delaware,M,Azul-petrolio,Inverno,3.5,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,2,Transferência Bancária,Semanalmente,DE
804,32,Masculino,Shorts,Roupas,38,Connecticut,L,Prata,Inverno,2.8,Sim,Cartão de Crédito,Expresso,Sim,Sim,30,Venmo,A cada 3 meses,CT
805,43,Masculino,Botas,Calçados,47,Mississippi,M,Marrom,Verão,2.6,Sim,Dinheiro,Retirada na loja,Sim,Sim,28,Venmo,Trimestral,MS
806,41,Masculino,Vestido,Roupas,30,Connecticut,L,Branco,Verão,3.7,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,40,Cartão de Débito,Por mês,CT
807,56,Masculino,Jeans,Roupas,56,Florida,L,Carvão,Verão,2.7,Sim,Cartão de Crédito,Padrão,Sim,Sim,46,PayPal,Trimestral,FL
808,27,Masculino,Camiseta,Roupas,89,New York,S,Marrom,Inverno,3.3,Sim,Transferência Bancária,Expresso,Sim,Sim,15,Cartão de Crédito,Semanalmente,NY
809,46,Masculino,Sapatos,Calçados,96,Wisconsin,L,Lavanda,Outono,4.6,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,38,Dinheiro,A cada 3 meses,WI
810,48,Masculino,Botas,Calçados,81,South Carolina,M,Violeta,Outono,4.9,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,30,PayPal,Bimensalmente,SC
811,52,Masculino,Lenço,Acessórios,83,South Dakota,S,Lavanda,Outono,4.9,Sim,Cartão de Débito,Retirada na loja,Sim,Sim,32,Cartão de Débito,Bimensalmente,SD
812,18,Masculino,Tênis,Calçados,35,Illinois,M,Verde,Inverno,2.7,Sim,Cartão de Débito,Frete grátis,Sim,Sim,36,Venmo,Trimestral,IL
813,64,Masculino,Botas,Calçados,56,Alaska,M,Oliva,Verão,3.2,Sim,PayPal,Padrão,Sim,Sim,32,Cartão de Crédito,Semanalmente,AK
814,54,Masculino,Bolsa,Acessórios,45,Montana,S,Oliva,Verão,2.9,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,14,Cartão de Débito,Anualmente,MT
815,31,Masculino,Camisa,Roupas,62,Minnesota,M,Rosa,Inverno,3.8,Sim,Dinheiro,Expresso,Sim,Sim,8,PayPal,Por mês,MN
816,30,Masculino,Chapéu,Acessórios,84,West Virginia,L,Azul-petrolio,Primavera,3.0,Sim,Dinheiro,Entrega aérea no dia seguinte,Sim,Sim,27,Venmo,Bimensalmente,WV
817,26,Masculino,Suéter,Roupas,24,Illinois,L,Ciano,Verão,3.9,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,24,Cartão de Débito,Por mês,IL
818,25,Masculino,Bolsa,Acessórios,21,Nevada,S,Cinza,Primavera,4.7,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,30,PayPal,Quinzenal,NV
819,59,Masculino,Camisa,Roupas,91,Idaho,M,Pêssego,Inverno,4.9,Sim,Dinheiro,Retirada na loja,Sim,Sim,34,Cartão de Débito,Por mês,ID
820,55,Masculino,Oculos de sol,Acessórios,36,Colorado,S,Azul-petrolio,Inverno,4.8,Sim,Transferência Bancária,Entrega aérea no dia seguinte,Sim,Sim,28,Cartão de Débito,Trimestral,CO
821,56,Masculino,Tênis,Calçados,39,Louisiana,M,Turquesa,Primavera,2.5,Sim,Dinheiro,Envio em 2 dias,Sim,Sim,27,Cartão de Débito,Por mês,LA
822,62,Masculino,Capuz,Roupas,39,Vermont,M,Verde,Primavera,3.9,Sim,Dinheiro,Padrão,Sim,Sim,31,Cartão de Crédito,Bimensalmente,VT
823,35,Masculino,Camisa,Roupas,59,Mississippi,L,Magenta,Inverno,3.4,Sim,Dinheiro,Padrão,Sim,Sim,23,Transferência Bancária,Anualmente,MS
824,51,Masculino,Oculos de sol,Acessórios,27,Georgia,M,Verde,Inverno,2.5,Sim,PayPal,Frete grátis,Sim,Sim,11,Cartão de Crédito,Trimestral,GA
825,61,Masculino,Blusa,Roupas,94,Georgia,M,Branco,Primavera,3.0,Sim,Venmo,Retirada na loja,Sim,Sim,48,Dinheiro,Trimestral,GA
826,27,Masculino,Cinto,Acessórios,94,Nebraska,XL,Marrom,Outono,3.6,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,17,Dinheiro,Por mês,NE
827,54,Masculino,Vestido,Roupas,94,Massachusetts,M,Roxo,Inverno,3.6,Sim,Cartão de Crédito,Padrão,Sim,Sim,36,PayPal,Semanalmente,MA
828,31,Masculino,Sapatos,Calçados,51,Colorado,S,Verde,Outono,4.1,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,33,Transferência Bancária,Quinzenal,CO
829,24,Masculino,Meias,Roupas,62,Nevada,M,Pêssego,Outono,3.7,Sim,Transferência Bancária,Envio em 2 dias,Sim,Sim,27,PayPal,Bimensalmente,NV
830,42,Masculino,Meias,Roupas,57,Idaho,S,Prata,Primavera,3.1,Sim,Cartão de Débito,Envio em 2 dias,Sim,Sim,14,Cartão de Crédito,Quinzenal,ID
831,41,Masculino,Shorts,Roupas,76,Wyoming,M,Marrom,Outono,4.2,Sim,Dinheiro,Expresso,Sim,Sim,5,Cartão de Crédito,Anualmente,WY
832,66,Masculino,Luvas,Acessórios,63,Washington,M,Vermelho,Verão,4.3,Sim,Cartão de Débito,Expresso,Sim,Sim,47,Dinheiro,A cada 3 meses,WA
833,58,Masculino,Jaqueta,Agasalhos,80,California,L,Azul,Outono,2.5,Sim,Cartão de Crédito,Expresso,Sim,Sim,28,Dinheiro,Bimensalmente,CA
834,43,Masculino,Bolsa,Acessórios,68,Oklahoma,M,Roxo,Outono,3.5,Sim,Cartão de Débito,Padrão,Sim,Sim,11,Cartão de Crédito,Anualmente,OK
835,52,Masculino,Mochila,Acessórios,89,Nevada,M,Índigo,Verão,3.1,Sim,Cartão de Débito,Frete grátis,Sim,Sim,18,Cartão de Crédito,Semanalmente,NV
836,35,Masculino,Botas,Calçados,26,Maryland,L,Índigo,Verão,2.5,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,21,Cartão de Débito,Semanalmente,MD
837,23,Masculino,Luvas,Acessórios,90,West Virginia,L,Violeta,Inverno,3.9,Sim,PayPal,Retirada na loja,Sim,Sim,22,Dinheiro,Bimensalmente,WV
838,25,Masculino,Capuz,Roupas,28,Illinois,L,Marrom,Primavera,4.9,Sim,Cartão de Crédito,Expresso,Sim,Sim,33,Dinheiro,A cada 3 meses,IL
839,33,Masculino,Casaco,Agasalhos,29,Kentucky,M,Cinza,Primavera,4.3,Sim,Transferência Bancária,Expresso,Sim,Sim,49,Cartão de Crédito,Anualmente,KY
840,48,Masculino,Camisa,Roupas,31,Illinois,L,Azul-petrolio,Primavera,2.6,Sim,Dinheiro,Frete grátis,Sim,Sim,10,Cartão de Débito,A cada 3 meses,IL
841,42,Masculino,Camisa,Roupas,24,Alabama,L,Azul-petrolio,Verão,4.2,Sim,Transferência Bancária,Envio em 2 dias,Sim,Sim,18,PayPal,Semanalmente,AL
842,55,Masculino,Suéter,Roupas,88,Texas,M,Bege,Verão,2.6,Sim,Venmo,Retirada na loja,Sim,Sim,28,PayPal,Quinzenal,TX
843,59,Masculino,Camisa,Roupas,87,Missouri,M,Violeta,Primavera,3.6,Sim,Venmo,Expresso,Sim,Sim,25,PayPal,Semanalmente,MO
844,65,Masculino,Capuz,Roupas,80,Pennsylvania,S,Bege,Verão,3.2,Sim,Dinheiro,Expresso,Sim,Sim,6,PayPal,Semanalmente,PA
845,59,Masculino,Sandálias,Calçados,48,Missouri,L,Roxo,Inverno,4.4,Sim,PayPal,Expresso,Sim,Sim,44,Venmo,Bimensalmente,MO
846,31,Masculino,Cinto,Acessórios,21,Michigan,XL,Carvão,Inverno,3.7,Sim,PayPal,Padrão,Sim,Sim,30,Venmo,Por mês,MI
847,49,Masculino,Botas,Calçados,72,Kentucky,M,Rosa,Primavera,3.7,Sim,Transferência Bancária,Expresso,Sim,Sim,42,Cartão de Débito,Trimestral,KY
848,53,Masculino,Capuz,Roupas,44,New Jersey,L,Azul,Outono,4.1,Sim,Transferência Bancária,Padrão,Sim,Sim,30,PayPal,Por mês,NJ
849,48,Masculino,Sandálias,Calçados,73,Delaware,M,Lavanda,Outono,3.6,Sim,PayPal,Retirada na loja,Sim,Sim,33,Cartão de Crédito,Bimensalmente,DE
850,23,Masculino,Jeans,Roupas,61,Missouri,S,Carvão,Primavera,4.3,Sim,Cartão de Débito,Expresso,Sim,Sim,24,PayPal,Trimestral,MO
851,68,Masculino,Sapatos,Calçados,20,Connecticut,L,Turquesa,Inverno,2.6,Sim,Transferência Bancária,Retirada na loja,Sim,Sim,13,Venmo,Por mês,CT
852,35,Masculino,Sandálias,Calçados,86,Massachusetts,M,Vermelho,Verão,2.9,Sim,Cartão de Crédito,Expresso,Sim,Sim,19,Cartão de Débito,Por mês,MA
853,34,Masculino,Vestido,Roupas,60,Florida,L,Amarelo,Primavera,4.2,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,23,Cartão de Débito,A cada 3 meses,FL
854,62,Masculino,Chapéu,Acessórios,43,Delaware,L,Laranja,Inverno,4.0,Sim,PayPal,Frete grátis,Sim,Sim,35,Dinheiro,Por mês,DE
855,21,Masculino,Calça,Roupas,44,California,L,Azul,Primavera,4.3,Sim,Transferência Bancária,Frete grátis,Sim,Sim,22,Venmo,Por mês,CA
856,70,Masculino,Meias,Roupas,76,Oregon,L,Ouro,Primavera,3.0,Sim,Dinheiro,Envio em 2 dias,Sim,Sim,14,Cartão de Crédito,Trimestral,OR
857,55,Masculino,Camisa,Roupas,33,Alaska,M,Ouro,Verão,3.5,Sim,Cartão de Débito,Expresso,Sim,Sim,47,Cartão de Débito,Quinzenal,AK
858,43,Masculino,Shorts,Roupas,60,Missouri,L,Ciano,Outono,3.0,Sim,Dinheiro,Padrão,Sim,Sim,50,Cartão de Débito,A cada 3 meses,MO
859,19,Masculino,Jaqueta,Agasalhos,26,Oklahoma,L,Oliva,Outono,3.1,Sim,PayPal,Frete grátis,Sim,Sim,33,PayPal,Semanalmente,OK
860,47,Masculino,Capuz,Roupas,73,Wisconsin,M,Azul-petrolio,Inverno,4.0,Sim,Cartão de Crédito,Entrega aérea no dia seguinte,Sim,Sim,7,Cartão de Débito,Por mês,WI
861,26,Masculino,Sapatos,Calçados,87,South Carolina,M,Marrom,Primavera,4.1,Sim,Cartão de Débito,Padrão,Sim,Sim,3,Dinheiro,Por mês,SC
862,46,Masculino,Saia,Roupas,100,Virginia,XL,Verde,Primavera,3.3,Sim,PayPal,Envio em 2 dias,Sim,Sim,35,Cartão de Crédito,A cada 3 meses,VA
863,19,Masculino,Casaco,Agasalhos,84,Arkansas,M,Carvão,Inverno,4.9,Sim,PayPal,Padrão,Sim,Sim,13,PayPal,Quinzenal,AR
864,49,Masculino,Tênis,Calçados,41,Vermont,M,Ciano,Verão,3.9,Sim,PayPal,Padrão,Sim,Sim,42,PayPal,Quinzenal,VT
865,51,Masculino,Jeans,Roupas,59,Kentucky,S,Carvão,Inverno,3.9,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,5,PayPal,Anualmente,KY
866,64,Masculino,Blusa,Roupas,26,Colorado,L,Carvão,Inverno,4.8,Sim,Transferência Bancária,Retirada na loja,Sim,Sim,23,Venmo,Anualmente,CO
867,67,Masculino,Oculos de sol,Acessórios,69,New Mexico,M,Lavanda,Verão,2.7,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,11,PayPal,Bimensalmente,NM
868,37,Masculino,Jaqueta,Agasalhos,20,Colorado,M,Turquesa,Primavera,3.1,Sim,Cartão de Débito,Frete grátis,Sim,Sim,23,Transferência Bancária,Quinzenal,CO
869,40,Masculino,Vestido,Roupas,83,North Carolina,M,Verde,Verão,3.2,Sim,Cartão de Crédito,Entrega aérea no dia seguinte,Sim,Sim,2,Cartão de Crédito,A cada 3 meses,NC
870,38,Masculino,Chapéu,Acessórios,54,New Hampshire,M,Prata,Primavera,2.7,Sim,PayPal,Envio em 2 dias,Sim,Sim,33,PayPal,Semanalmente,NH
871,66,Masculino,Capuz,Roupas,66,West Virginia,M,Azul,Outono,2.5,Sim,Dinheiro,Padrão,Sim,Sim,6,Transferência Bancária,Bimensalmente,WV
872,47,Masculino,Bolsa,Acessórios,42,Hawaii,M,Carvão,Primavera,2.6,Sim,Transferência Bancária,Entrega aérea no dia seguinte,Sim,Sim,45,Cartão de Débito,Trimestral,HI
873,56,Masculino,Jeans,Roupas,33,North Dakota,M,Rosa,Primavera,2.9,Sim,Dinheiro,Padrão,Sim,Sim,25,Dinheiro,Trimestral,ND
874,51,Masculino,Botas,Calçados,77,Mississippi,M,Rosa,Verão,4.2,Sim,PayPal,Frete grátis,Sim,Sim,24,Venmo,Trimestral,MS
875,25,Masculino,Jaqueta,Agasalhos,65,Maine,M,Magenta,Outono,4.4,Sim,PayPal,Frete grátis,Sim,Sim,10,Venmo,A cada 3 meses,ME
876,37,Masculino,Sandálias,Calçados,39,North Dakota,L,Cinza,Verão,4.1,Sim,Venmo,Frete grátis,Sim,Sim,7,Transferência Bancária,A cada 3 meses,ND
877,41,Masculino,Cinto,Acessórios,51,Nebraska,L,Cinza,Verão,3.8,Sim,Venmo,Envio em 2 dias,Sim,Sim,1,Cartão de Débito,Semanalmente,NE
878,64,Masculino,Bolsa,Acessórios,65,Nebraska,M,Laranja,Inverno,4.9,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,45,Venmo,A cada 3 meses,NE
879,23,Masculino,Oculos de sol,Acessórios,89,Tennessee,S,Preto,Verão,4.9,Sim,Dinheiro,Expresso,Sim,Sim,37,Cartão de Débito,Semanalmente,TN
880,62,Masculino,Saia,Roupas,76,Wyoming,S,Lavanda,Primavera,4.1,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,14,PayPal,Trimestral,WY
881,39,Masculino,Mochila,Acessórios,75,Nevada,L,Vermelho,Primavera,3.1,Sim,Venmo,Expresso,Sim,Sim,25,Cartão de Débito,Por mês,NV
