id_cliente,idade,sexo,item_comprado,categoria,valor_compra(usd),localização,tamanho_item,cor_item,temporada_compra,classificação_cliente_compra,assinatura_cliente,método_pagamento,tipo_envio_cliente,desconto_compra,código_promocional,transações_concluidas_cliente,preferência_método_pagamento,frequência_compras_cliente
790,33,Masculino,Bolsa,Acessórios,84,Idaho,S,Roxo,Outono,2.7,Sim,Venmo,Padrão,Sim,Sim,4,Cartão de Crédito,Bimensalmente
791,22,Masculino,Suéter,Roupas,37,Louisiana,M,Índigo,Verão,4.9,Sim,Venmo,Retirada na loja,Sim,Sim,12,Transferência Bancária,Trimestral
792,50,Masculino,Lenço,Acessórios,44,North Carolina,S,Magenta,Verão,3.1,Sim,Cartão de Crédito,Envio em 2 dias,Sim,Sim,35,PayPal,Quinzenal
793,34,Masculino,Tênis,Calçados,45,New Jersey,M,Violeta,Primavera,4.2,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,45,Venmo,Semanalmente
794,24,Masculino,Calça,Roupas,35,Alabama,L,Marrom,Verão,3.8,Sim,Dinheiro,Frete grátis,Sim,Sim,16,Cartão de Crédito,Por mês
795,69,Masculino,Mochila,Acessórios,50,Kentucky,XL,Amarelo,Inverno,4.2,Sim,Transferência Bancária,Retirada na loja,Sim,Sim,10,Cartão de Débito,Quinzenal
796,39,Masculino,Sandálias,Calçados,26,New York,M,Bege,Verão,4.6,Sim,Dinheiro,Retirada na loja,Sim,Sim,34,Venmo,Anualmente
797,42,Masculino,Meias,Roupas,78,Arizona,XL,Preto,Outono,4.0,Sim,Cartão de Débito,Envio em 2 dias,Sim,Sim,43,Cartão de Crédito,Anualmente
798,42,Masculino,Casaco,Agasalhos,82,Maryland,M,Violeta,Outono,4.0,Sim,Dinheiro,Envio em 2 dias,Sim,Sim,38,Cartão de Débito,Semanalmente
799,29,Masculino,Meias,Roupas,39,Alaska,M,Violeta,Primavera,3.8,Sim,Dinheiro,Envio em 2 dias,Sim,Sim,48,PayPal,A cada 3 meses
800,55,Masculino,Cinto,Acessórios,55,Nevada,L,Marrom,Verão,3.3,Sim,Venmo,Frete grátis,Sim,Sim,31,PayPal,Anualmente
801,32,Masculino,Meias,Roupas,20,Utah,S,Ouro,Verão,2.6,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,20,Dinheiro,A cada 3 meses
802,25,Masculino,Cinto,Acessórios,29,New Mexico,L,Azul,Outono,4.9,Sim,Cartão de Crédito,Expresso,Sim,Sim,12,Cartão de Crédito,Quinzenal
803,38,Masculino,Calça,Roupas,41,Delaware,M,Azul-petrolio,Inverno,3.5,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,2,Transferência Bancária,Semanalmente
804,32,Masculino,Shorts,Roupas,38,Connecticut,L,Prata,Inverno,2.8,Sim,Cartão de Crédito,Expresso,Sim,Sim,30,Venmo,A cada 3 meses
805,43,Masculino,Botas,Calçados,47,Mississippi,M,Marrom,Verão,2.6,Sim,Dinheiro,Retirada na loja,Sim,Sim,28,Venmo,Trimestral
806,41,Masculino,Vestido,Roupas,30,Connecticut,L,Branco,Verão,3.7,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,40,Cartão de Débito,Por mês
807,56,Masculino,Jeans,Roupas,56,Florida,L,Carvão,Verão,2.7,Sim,Cartão de Crédito,Padrão,Sim,Sim,46,PayPal,Trimestral
808,27,Masculino,Camiseta,Roupas,89,New York,S,Marrom,Inverno,3.3,Sim,Transferência Bancária,Expresso,Sim,Sim,15,Cartão de Crédito,Semanalmente
809,46,Masculino,Sapatos,Calçados,96,Wisconsin,L,Lavanda,Outono,4.6,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,38,Dinheiro,A cada 3 meses
810,48,Masculino,Botas,Calçados,81,South Carolina,M,Violeta,Outono,4.9,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,30,PayPal,Bimensalmente
811,52,Masculino,Lenço,Acessórios,83,South Dakota,S,Lavanda,Outono,4.9,Sim,Cartão de Débito,Retirada na loja,Sim,Sim,32,Cartão de Débito,Bimensalmente
812,18,Masculino,Tênis,Calçados,35,Illinois,M,Verde,Inverno,2.7,Sim,Cartão de Débito,Frete grátis,Sim,Sim,36,Venmo,Trimestral
813,64,Masculino,Botas,Calçados,56,Alaska,M,Oliva,Verão,3.2,Sim,PayPal,Padrão,Sim,Sim,32,Cartão de Crédito,Semanalmente
814,54,Masculino,Bolsa,Acessórios,45,Montana,S,Oliva,Verão,2.9,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,14,Cartão de Débito,Anualmente
815,31,Masculino,Camisa,Roupas,62,Minnesota,M,Rosa,Inverno,3.8,Sim,Dinheiro,Expresso,Sim,Sim,8,PayPal,Por mês
816,30,Masculino,Chapéu,Acessórios,84,West Virginia,L,Azul-petrolio,Primavera,3.0,Sim,Dinheiro,Entrega aérea no dia seguinte,Sim,Sim,27,Venmo,Bimensalmente
817,26,Masculino,Suéter,Roupas,24,Illinois,L,Ciano,Verão,3.9,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,24,Cartão de Débito,Por mês
818,25,Masculino,Bolsa,Acessórios,21,Nevada,S,Cinza,Primavera,4.7,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,30,PayPal,Quinzenal
819,59,Masculino,Camisa,Roupas,91,Idaho,M,Pêssego,Inverno,4.9,Sim,Dinheiro,Retirada na loja,Sim,Sim,34,Cartão de Débito,Por mês
820,55,Masculino,Oculos de sol,Acessórios,36,Colorado,S,Azul-petrolio,Inverno,4.8,Sim,Transferência Bancária,Entrega aérea no dia seguinte,Sim,Sim,28,Cartão de Débito,Trimestral
821,56,Masculino,Tênis,Calçados,39,Louisiana,M,Turquesa,Primavera,2.5,Sim,Dinheiro,Envio em 2 dias,Sim,Sim,27,Cartão de Débito,Por mês
822,62,Masculino,Capuz,Roupas,39,Vermont,M,Verde,Primavera,3.9,Sim,Dinheiro,Padrão,Sim,Sim,31,Cartão de Crédito,Bimensalmente
823,35,Masculino,Camisa,Roupas,59,Mississippi,L,Magenta,Inverno,3.4,Sim,Dinheiro,Padrão,Sim,Sim,23,Transferência Bancária,Anualmente
824,51,Masculino,Oculos de sol,Acessórios,27,Georgia,M,Verde,Inverno,2.5,Sim,PayPal,Frete grátis,Sim,Sim,11,Cartão de Crédito,Trimestral
825,61,Masculino,Blusa,Roupas,94,Georgia,M,Branco,Primavera,3.0,Sim,Venmo,Retirada na loja,Sim,Sim,48,Dinheiro,Trimestral
826,27,Masculino,Cinto,Acessórios,94,Nebraska,XL,Marrom,Outono,3.6,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,17,Dinheiro,Por mês
827,54,Masculino,Vestido,Roupas,94,Massachusetts,M,Roxo,Inverno,3.6,Sim,Cartão de Crédito,Padrão,Sim,Sim,36,PayPal,Semanalmente
828,31,Masculino,Sapatos,Calçados,51,Colorado,S,Verde,Outono,4.1,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,33,Transferência Bancária,Quinzenal
829,24,Masculino,Meias,Roupas,62,Nevada,M,Pêssego,Outono,3.7,Sim,Transferência Bancária,Envio em 2 dias,Sim,Sim,27,PayPal,Bimensalmente
830,42,Masculino,Meias,Roupas,57,Idaho,S,Prata,Primavera,3.1,Sim,Cartão de Débito,Envio em 2 dias,Sim,Sim,14,Cartão de Crédito,Quinzenal
831,41,Masculino,Shorts,Roupas,76,Wyoming,M,Marrom,Outono,4.2,Sim,Dinheiro,Expresso,Sim,Sim,5,Cartão de Crédito,Anualmente
832,66,Masculino,Luvas,Acessórios,63,Washington,M,Vermelho,Verão,4.3,Sim,Cartão de Débito,Expresso,Sim,Sim,47,Dinheiro,A cada 3 meses
833,58,Masculino,Jaqueta,Agasalhos,80,California,L,Azul,Outono,2.5,Sim,Cartão de Crédito,Expresso,Sim,Sim,28,Dinheiro,Bimensalmente
834,43,Masculino,Bolsa,Acessórios,68,Oklahoma,M,Roxo,Outono,3.5,Sim,Cartão de Débito,Padrão,Sim,Sim,11,Cartão de Crédito,Anualmente
835,52,Masculino,Mochila,Acessórios,89,Nevada,M,Índigo,Verão,3.1,Sim,Cartão de Débito,Frete grátis,Sim,Sim,18,Cartão de Crédito,Semanalmente
836,35,Masculino,Botas,Calçados,26,Maryland,L,Índigo,Verão,2.5,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,21,Cartão de Débito,Semanalmente
837,23,Masculino,Luvas,Acessórios,90,West Virginia,L,Violeta,Inverno,3.9,Sim,PayPal,Retirada na loja,Sim,Sim,22,Dinheiro,Bimensalmente
838,25,Masculino,Capuz,Roupas,28,Illinois,L,Marrom,Primavera,4.9,Sim,Cartão de Crédito,Expresso,Sim,Sim,33,Dinheiro,A cada 3 meses
839,33,Masculino,Casaco,Agasalhos,29,Kentucky,M,Cinza,Primavera,4.3,Sim,Transferência Bancária,Expresso,Sim,Sim,49,Cartão de Crédito,Anualmente
840,48,Masculino,Camisa,Roupas,31,Illinois,L,Azul-petrolio,Primavera,2.6,Sim,Dinheiro,Frete grátis,Sim,Sim,10,Cartão de Débito,A cada 3 meses
841,42,Masculino,Camisa,Roupas,24,Alabama,L,Azul-petrolio,Verão,4.2,Sim,Transferência Bancária,Envio em 2 dias,Sim,Sim,18,PayPal,Semanalmente
842,55,Masculino,Suéter,Roupas,88,Texas,M,Bege,Verão,2.6,Sim,Venmo,Retirada na loja,Sim,Sim,28,PayPal,Quinzenal
843,59,Masculino,Camisa,Roupas,87,Missouri,M,Violeta,Primavera,3.6,Sim,Venmo,Expresso,Sim,Sim,25,PayPal,Semanalmente
844,65,Masculino,Capuz,Roupas,80,Pennsylvania,S,Bege,Verão,3.2,Sim,Dinheiro,Expresso,Sim,Sim,6,PayPal,Semanalmente
845,59,Masculino,Sandálias,Calçados,48,Missouri,L,Roxo,Inverno,4.4,Sim,PayPal,Expresso,Sim,Sim,44,Venmo,Bimensalmente
846,31,Masculino,Cinto,Acessórios,21,Michigan,XL,Carvão,Inverno,3.7,Sim,PayPal,Padrão,Sim,Sim,30,Venmo,Por mês
847,49,Masculino,Botas,Calçados,72,Kentucky,M,Rosa,Primavera,3.7,Sim,Transferência Bancária,Expresso,Sim,Sim,42,Cartão de Débito,Trimestral
848,53,Masculino,Capuz,Roupas,44,New Jersey,L,Azul,Outono,4.1,Sim,Transferência Bancária,Padrão,Sim,Sim,30,PayPal,Por mês
849,48,Masculino,Sandálias,Calçados,73,Delaware,M,Lavanda,Outono,3.6,Sim,PayPal,Retirada na loja,Sim,Sim,33,Cartão de Crédito,Bimensalmente
850,23,Masculino,Jeans,Roupas,61,Missouri,S,Carvão,Primavera,4.3,Sim,Cartão de Débito,Expresso,Sim,Sim,24,PayPal,Trimestral
851,68,Masculino,Sapatos,Calçados,20,Connecticut,L,Turquesa,Inverno,2.6,Sim,Transferência Bancária,Retirada na loja,Sim,Sim,13,Venmo,Por mês
852,35,Masculino,Sandálias,Calçados,86,Massachusetts,M,Vermelho,Verão,2.9,Sim,Cartão de Crédito,Expresso,Sim,Sim,19,Cartão de Débito,Por mês
853,34,Masculino,Vestido,Roupas,60,Florida,L,Amarelo,Primavera,4.2,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,23,Cartão de Débito,A cada 3 meses
854,62,Masculino,Chapéu,Acessórios,43,Delaware,L,Laranja,Inverno,4.0,Sim,PayPal,Frete grátis,Sim,Sim,35,Dinheiro,Por mês
855,21,Masculino,Calça,Roupas,44,California,L,Azul,Primavera,4.3,Sim,Transferência Bancária,Frete grátis,Sim,Sim,22,Venmo,Por mês
856,70,Masculino,Meias,Roupas,76,Oregon,L,Ouro,Primavera,3.0,Sim,Dinheiro,Envio em 2 dias,Sim,Sim,14,Cartão de Crédito,Trimestral
857,55,Masculino,Camisa,Roupas,33,Alaska,M,Ouro,Verão,3.5,Sim,Cartão de Débito,Expresso,Sim,Sim,47,Cartão de Débito,Quinzenal
858,43,Masculino,Shorts,Roupas,60,Missouri,L,Ciano,Outono,3.0,Sim,Dinheiro,Padrão,Sim,Sim,50,Cartão de Débito,A cada 3 meses
859,19,Masculino,Jaqueta,Agasalhos,26,Oklahoma,L,Oliva,Outono,3.1,Sim,PayPal,Frete grátis,Sim,Sim,33,PayPal,Semanalmente
860,47,Masculino,Capuz,Roupas,73,Wisconsin,M,Azul-petrolio,Inverno,4.0,Sim,Cartão de Crédito,Entrega aérea no dia seguinte,Sim,Sim,7,Cartão de Débito,Por mês
861,26,Masculino,Sapatos,Calçados,87,South Carolina,M,Marrom,Primavera,4.1,Sim,Cartão de Débito,Padrão,Sim,Sim,3,Dinheiro,Por mês
862,46,Masculino,Saia,Roupas,100,Virginia,XL,Verde,Primavera,3.3,Sim,PayPal,Envio em 2 dias,Sim,Sim,35,Cartão de Crédito,A cada 3 meses
863,19,Masculino,Casaco,Agasalhos,84,Arkansas,M,Carvão,Inverno,4.9,Sim,PayPal,Padrão,Sim,Sim,13,PayPal,Quinzenal
864,49,Masculino,Tênis,Calçados,41,Vermont,M,Ciano,Verão,3.9,Sim,PayPal,Padrão,Sim,Sim,42,PayPal,Quinzenal
865,51,Masculino,Jeans,Roupas,59,Kentucky,S,Carvão,Inverno,3.9,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,5,PayPal,Anualmente
866,64,Masculino,Blusa,Roupas,26,Colorado,L,Carvão,Inverno,4.8,Sim,Transferência Bancária,Retirada na loja,Sim,Sim,23,Venmo,Anualmente
867,67,Masculino,Oculos de sol,Acessórios,69,New Mexico,M,Lavanda,Verão,2.7,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,11,PayPal,Bimensalmente
868,37,Masculino,Jaqueta,Agasalhos,20,Colorado,M,Turquesa,Primavera,3.1,Sim,Cartão de Débito,Frete grátis,Sim,Sim,23,Transferência Bancária,Quinzenal
869,40,Masculino,Vestido,Roupas,83,North Carolina,M,Verde,Verão,3.2,Sim,Cartão de Crédito,Entrega aérea no dia seguinte,Sim,Sim,2,Cartão de Crédito,A cada 3 meses
870,38,Masculino,Chapéu,Acessórios,54,New Hampshire,M,Prata,Primavera,2.7,Sim,PayPal,Envio em 2 dias,Sim,Sim,33,PayPal,Semanalmente
871,66,Masculino,Capuz,Roupas,66,West Virginia,M,Azul,Outono,2.5,Sim,Dinheiro,Padrão,Sim,Sim,6,Transferência Bancária,Bimensalmente
872,47,Masculino,Bolsa,Acessórios,42,Hawaii,M,Carvão,Primavera,2.6,Sim,Transferência Bancária,Entrega aérea no dia seguinte,Sim,Sim,45,Cartão de Débito,Trimestral
873,56,Masculino,Jeans,Roupas,33,North Dakota,M,Rosa,Primavera,2.9,Sim,Dinheiro,Padrão,Sim,Sim,25,Dinheiro,Trimestral
874,51,Masculino,Botas,Calçados,77,Mississippi,M,Rosa,Verão,4.2,Sim,PayPal,Frete grátis,Sim,Sim,24,Venmo,Trimestral
875,25,Masculino,Jaqueta,Agasalhos,65,Maine,M,Magenta,Outono,4.4,Sim,PayPal,Frete grátis,Sim,Sim,10,Venmo,A cada 3 meses
876,37,Masculino,Sandálias,Calçados,39,North Dakota,L,Cinza,Verão,4.1,Sim,Venmo,Frete grátis,Sim,Sim,7,Transferência Bancária,A cada 3 meses
877,41,Masculino,Cinto,Acessórios,51,Nebraska,L,Cinza,Verão,3.8,Sim,Venmo,Envio em 2 dias,Sim,Sim,1,Cartão de Débito,Semanalmente
878,64,Masculino,Bolsa,Acessórios,65,Nebraska,M,Laranja,Inverno,4.9,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,45,Venmo,A cada 3 meses
879,23,Masculino,Oculos de sol,Acessórios,89,Tennessee,S,Preto,Verão,4.9,Sim,Dinheiro,Expresso,Sim,Sim,37,Cartão de Débito,Semanalmente
880,62,Masculino,Saia,Roupas,76,Wyoming,S,Lavanda,Primavera,4.1,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,14,PayPal,Trimestral
881,39,Masculino,Mochila,Acessórios,75,Nevada,L,Vermelho,Primavera,3.1,Sim,Venmo,Expresso,Sim,Sim,25,Cartão de Débito,Por mês
882,52,Masculino,Sandálias,Calçados,61,South Carolina,M,Prata,Verão,2.7,Sim,Cartão de Crédito,Entrega aérea no dia seguinte,Sim,Sim,18,Venmo,Anualmente
883,50,Masculino,Botas,Calçados,35,Virginia,M,Ciano,Outono,3.8,Sim,Dinheiro,Entrega aérea no dia seguinte,Sim,Sim,37,Dinheiro,A cada 3 meses
884,28,Masculino,Tênis,Calçados,37,Pennsylvania,S,Ouro,Outono,4.3,Sim,Venmo,Frete grátis,Sim,Sim,30,Transferência Bancária,Por mês
885,67,Masculino,Saia,Roupas,91,Hawaii,L,Amarelo,Inverno,4.1,Sim,Venmo,Expresso,Sim,Sim,34,Transferência Bancária,Semanalmente
886,41,Masculino,Vestido,Roupas,99,Ohio,L,Roxo,Outono,4.4,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,49,Cartão de Débito,A cada 3 meses
887,19,Masculino,Shorts,Roupas,54,Utah,S,Marrom,Verão,3.6,Sim,PayPal,Expresso,Sim,Sim,48,Transferência Bancária,Por mês
888,70,Masculino,Bolsa,Acessórios,47,Minnesota,L,Turquesa,Inverno,3.3,Sim,Cartão de Crédito,Envio em 2 dias,Sim,Sim,33,PayPal,Quinzenal
889,49,Masculino,Lenço,Acessórios,77,New Hampshire,S,Ouro,Primavera,3.6,Sim,Venmo,Expresso,Sim,Sim,44,Dinheiro,Anualmente
890,59,Masculino,Cinto,Acessórios,84,Arizona,S,Oliva,Outono,2.8,Sim,Venmo,Frete grátis,Sim,Sim,50,Venmo,Semanalmente
891,52,Masculino,Luvas,Acessórios,51,New York,S,Roxo,Primavera,4.3,Sim,Cartão de Crédito,Envio em 2 dias,Sim,Sim,47,Cartão de Crédito,Por mês
892,20,Masculino,Saia,Roupas,26,Pennsylvania,S,Lavanda,Verão,3.9,Sim,Venmo,Retirada na loja,Sim,Sim,24,PayPal,A cada 3 meses
893,31,Masculino,Shorts,Roupas,64,New Mexico,L,Cinza,Verão,2.7,Sim,Venmo,Frete grátis,Sim,Sim,43,Cartão de Débito,Por mês
894,33,Masculino,Mochila,Acessórios,51,Nebraska,M,Vermelho,Primavera,4.7,Sim,Cartão de Débito,Expresso,Sim,Sim,14,Venmo,Por mês
895,44,Masculino,Capuz,Roupas,60,Wyoming,L,Roxo,Primavera,3.8,Sim,Venmo,Frete grátis,Sim,Sim,3,Cartão de Débito,Trimestral
896,40,Masculino,Chapéu,Acessórios,69,Mississippi,XL,Oliva,Primavera,4.7,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,33,Cartão de Débito,Trimestral
897,69,Masculino,Joia,Acessórios,29,Arkansas,M,Lavanda,Primavera,4.7,Sim,Cartão de Crédito,Expresso,Sim,Sim,38,Dinheiro,Quinzenal
898,29,Masculino,Camisa,Roupas,91,Illinois,M,Cinza,Primavera,3.4,Sim,PayPal,Expresso,Sim,Sim,46,Venmo,Semanalmente
899,54,Masculino,Cinto,Acessórios,70,Nevada,L,Vermelho,Primavera,3.5,Sim,Cartão de Crédito,Envio em 2 dias,Sim,Sim,19,Transferência Bancária,A cada 3 meses
900,65,Masculino,Suéter,Roupas,58,Rhode Island,M,Pêssego,Verão,4.0,Sim,Cartão de Débito,Padrão,Sim,Sim,20,PayPal,Anualmente
901,54,Masculino,Chapéu,Acessórios,98,West Virginia,L,Cinza,Outono,3.3,Sim,Dinheiro,Frete grátis,Sim,Sim,42,Transferência Bancária,Trimestral
902,60,Masculino,Lenço,Acessórios,68,Missouri,L,Violeta,Verão,4.7,Sim,Cartão de Débito,Envio em 2 dias,Sim,Sim,34,Dinheiro,Por mês
903,43,Masculino,Chapéu,Acessórios,44,Kentucky,M,Bege,Verão,2.8,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,5,Dinheiro,Por mês
904,44,Masculino,Jaqueta,Agasalhos,45,Washington,M,Azul,Inverno,3.3,Sim,Transferência Bancária,Expresso,Sim,Sim,3,PayPal,Trimestral
905,69,Masculino,Camiseta,Roupas,99,Alaska,L,Magenta,Primavera,2.9,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,46,PayPal,A cada 3 meses
906,46,Masculino,Vestido,Roupas,68,Mississippi,S,Ciano,Primavera,2.8,Sim,Cartão de Crédito,Padrão,Sim,Sim,16,Venmo,Anualmente
907,41,Masculino,Calça,Roupas,56,South Carolina,M,Vermelho,Primavera,4.2,Sim,Cartão de Débito,Padrão,Sim,Sim,21,Cartão de Débito,Bimensalmente
908,32,Masculino,Suéter,Roupas,43,Missouri,L,Ciano,Inverno,4.4,Sim,PayPal,Expresso,Sim,Sim,34,Cartão de Crédito,Bimensalmente
909,26,Masculino,Oculos de sol,Acessórios,99,New Jersey,M,Turquesa,Inverno,3.6,Sim,Dinheiro,Frete grátis,Sim,Sim,9,PayPal,A cada 3 meses
910,61,Masculino,Cinto,Acessórios,56,Louisiana,L,Prata,Outono,2.7,Sim,Cartão de Débito,Expresso,Sim,Sim,36,PayPal,Semanalmente
911,49,Masculino,Capuz,Roupas,25,South Carolina,S,Rosa,Primavera,3.4,Sim,Transferência Bancária,Expresso,Sim,Sim,22,Cartão de Crédito,Por mês
912,53,Masculino,Calça,Roupas,74,Vermont,M,Preto,Inverno,2.8,Sim,Dinheiro,Envio em 2 dias,Sim,Sim,2,Transferência Bancária,Trimestral
913,24,Masculino,Capuz,Roupas,56,Arkansas,M,Verde,Inverno,3.4,Sim,Transferência Bancária,Entrega aérea no dia seguinte,Sim,Sim,32,Transferência Bancária,Por mês
914,37,Masculino,Tênis,Calçados,47,Utah,M,Amarelo,Outono,2.6,Sim,Transferência Bancária,Entrega aérea no dia seguinte,Sim,Sim,29,Dinheiro,A cada 3 meses
915,43,Masculino,Vestido,Roupas,67,Washington,L,Roxo,Verão,4.1,Sim,PayPal,Padrão,Sim,Sim,27,Venmo,A cada 3 meses
916,31,Masculino,Vestido,Roupas,22,Rhode Island,L,Roxo,Inverno,2.9,Sim,Cartão de Débito,Retirada na loja,Sim,Sim,33,Cartão de Crédito,Quinzenal
917,49,Masculino,Jeans,Roupas,34,Illinois,S,Azul,Primavera,2.7,Sim,Dinheiro,Padrão,Sim,Sim,16,Venmo,Por mês
918,69,Masculino,Suéter,Roupas,64,Missouri,M,Marrom,Primavera,3.7,Sim,Cartão de Débito,Padrão,Sim,Sim,11,Transferência Bancária,Trimestral
919,65,Masculino,Shorts,Roupas,42,North Carolina,M,Laranja,Primavera,4.3,Sim,Dinheiro,Envio em 2 dias,Sim,Sim,11,Dinheiro,Quinzenal
920,41,Masculino,Camisa,Roupas,82,Massachusetts,L,Verde,Inverno,2.6,Sim,PayPal,Envio em 2 dias,Sim,Sim,17,Cartão de Débito,Bimensalmente
921,37,Masculino,Cinto,Acessórios,81,Arkansas,XL,Ouro,Verão,4.3,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,37,Dinheiro,Semanalmente
922,70,Masculino,Casaco,Agasalhos,24,South Dakota,L,Prata,Verão,4.1,Sim,Venmo,Expresso,Sim,Sim,18,PayPal,Semanalmente
923,63,Masculino,Tênis,Calçados,60,Georgia,M,Ciano,Outono,4.2,Sim,Venmo,Padrão,Sim,Sim,13,Cartão de Crédito,Por mês
924,55,Masculino,Camisa,Roupas,24,Arkansas,M,Prata,Primavera,4.2,Sim,PayPal,Envio em 2 dias,Sim,Sim,7,PayPal,Semanalmente
925,52,Masculino,Meias,Roupas,78,Kansas,XL,Bege,Inverno,3.1,Sim,Cartão de Crédito,Padrão,Sim,Sim,37,Dinheiro,Trimestral
926,22,Masculino,Jeans,Roupas,88,Arizona,L,Azul-petrolio,Inverno,4.9,Sim,Cartão de Crédito,Expresso,Sim,Sim,8,Dinheiro,Por mês
927,54,Masculino,Jeans,Roupas,63,Massachusetts,XL,Verde,Primavera,4.4,Sim,PayPal,Expresso,Sim,Sim,11,Dinheiro,Bimensalmente
928,28,Masculino,Tênis,Calçados,78,New Mexico,L,Preto,Verão,4.4,Sim,Transferência Bancária,Padrão,Sim,Sim,8,Venmo,Bimensalmente
929,67,Masculino,Vestido,Roupas,37,Arkansas,XL,Amarelo,Inverno,3.4,Sim,Transferência Bancária,Retirada na loja,Sim,Sim,31,Dinheiro,A cada 3 meses
930,59,Masculino,Botas,Calçados,94,Nebraska,M,Branco,Outono,4.5,Sim,Venmo,Envio em 2 dias,Sim,Sim,26,Cartão de Débito,Quinzenal
931,26,Masculino,Camiseta,Roupas,78,Hawaii,L,Verde,Outono,4.5,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,20,Cartão de Crédito,Bimensalmente
932,24,Masculino,Casaco,Agasalhos,36,Nebraska,M,Prata,Inverno,4.1,Sim,Dinheiro,Padrão,Sim,Sim,24,Transferência Bancária,Quinzenal
933,62,Masculino,Saia,Roupas,24,Indiana,L,Azul,Inverno,3.2,Sim,Venmo,Padrão,Sim,Sim,45,Cartão de Débito,Bimensalmente
934,70,Masculino,Tênis,Calçados,84,Colorado,M,Magenta,Primavera,2.7,Sim,Cartão de Débito,Retirada na loja,Sim,Sim,33,Cartão de Débito,Por mês
935,45,Masculino,Jeans,Roupas,47,Oregon,S,Amarelo,Primavera,3.7,Sim,Transferência Bancária,Expresso,Sim,Sim,21,Transferência Bancária,Por mês
936,58,Masculino,Capuz,Roupas,51,Ohio,L,Branco,Outono,2.6,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,2,Transferência Bancária,Quinzenal
937,31,Masculino,Sapatos,Calçados,84,Maine,M,Rosa,Verão,2.7,Sim,Cartão de Débito,Frete grátis,Sim,Sim,28,Dinheiro,Semanalmente
938,32,Masculino,Shorts,Roupas,24,Iowa,M,Magenta,Verão,2.7,Sim,Cartão de Débito,Expresso,Sim,Sim,18,Venmo,Trimestral
939,36,Masculino,Blusa,Roupas,97,Wisconsin,S,Azul-petrolio,Outono,4.8,Sim,Transferência Bancária,Frete grátis,Sim,Sim,21,Cartão de Débito,Quinzenal
940,25,Masculino,Camiseta,Roupas,89,New York,L,Índigo,Inverno,4.8,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,24,Cartão de Crédito,Por mês
941,48,Masculino,Cinto,Acessórios,44,Colorado,S,Marrom,Primavera,2.6,Sim,PayPal,Retirada na loja,Sim,Sim,15,PayPal,A cada 3 meses
942,39,Masculino,Bolsa,Acessórios,35,Illinois,L,Preto,Inverno,4.5,Sim,Transferência Bancária,Envio em 2 dias,Sim,Sim,38,PayPal,A cada 3 meses
943,26,Masculino,Vestido,Roupas,91,Arizona,M,Ciano,Inverno,3.2,Sim,Dinheiro,Expresso,Sim,Sim,38,PayPal,Bimensalmente
944,32,Masculino,Chapéu,Acessórios,63,Oklahoma,L,Ciano,Inverno,3.8,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,13,Venmo,Quinzenal
945,54,Masculino,Cinto,Acessórios,97,Indiana,S,Cinza,Primavera,4.8,Sim,Cartão de Débito,Expresso,Sim,Sim,39,Dinheiro,Bimensalmente
946,38,Masculino,Botas,Calçados,38,Minnesota,M,Violeta,Verão,4.1,Sim,Cartão de Débito,Retirada na loja,Sim,Sim,8,Venmo,A cada 3 meses
947,46,Masculino,Casaco,Agasalhos,24,Pennsylvania,XL,Azul,Primavera,2.8,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,4,PayPal,Trimestral
948,57,Masculino,Blusa,Roupas,32,Indiana,M,Carvão,Inverno,3.9,Sim,Dinheiro,Retirada na loja,Sim,Sim,6,Dinheiro,A cada 3 meses
949,49,Masculino,Chapéu,Acessórios,90,Alabama,L,Oliva,Verão,4.9,Sim,Venmo,Expresso,Sim,Sim,11,Venmo,A cada 3 meses
